file_path,load_hp,label,fault_diameter_mils,or_position,source_category,sensor_location,declared_sample_rate_khz,n_samples_DE,n_samples_FE,n_samples_BA,rpm_from_file,read_error,warnings,has_warning
..\..\data\raw\12k_Fan_End_Bearing_Fault_Data\OR\007\@6\296_2.mat,2,OR,7.0,Centered,12k_Fan_End_Bearing_Fault_Data,FE,12.0,121168,121168.0,121168.0,1756.0,,"NGOAI_PHAM_VI_CAM_BIEN: file thuộc vị trí cảm biến 'FE', phạm vi đã chốt chỉ dùng 'DE'.",True
..\..\data\raw\12k_Fan_End_Bearing_Fault_Data\OR\007\@6\297_3.mat,3,OR,7.0,Centered,12k_Fan_End_Bearing_Fault_Data,FE,12.0,121902,121902.0,121902.0,1733.0,,"NGOAI_PHAM_VI_CAM_BIEN: file thuộc vị trí cảm biến 'FE', phạm vi đã chốt chỉ dùng 'DE'.",True
..\..\data\raw\12k_Fan_End_Bearing_Fault_Data\OR\014\@3\309_1.mat,1,OR,14.0,Orthogonal,12k_Fan_End_Bearing_Fault_Data,FE,12.0,121168,121168.0,121168.0,1774.0,,"OR_NGOAI_PHAM_VI: vị trí 'Orthogonal' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_CAM_BIEN: file thuộc vị trí cảm biến 'FE', phạm vi đã chốt chỉ dùng 'DE'.",True
..\..\data\raw\12k_Fan_End_Bearing_Fault_Data\OR\014\@3\310_0.mat,0,OR,14.0,Orthogonal,12k_Fan_End_Bearing_Fault_Data,FE,12.0,121535,121535.0,121535.0,1796.0,,"OR_NGOAI_PHAM_VI: vị trí 'Orthogonal' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_CAM_BIEN: file thuộc vị trí cảm biến 'FE', phạm vi đã chốt chỉ dùng 'DE'.",True
..\..\data\raw\12k_Fan_End_Bearing_Fault_Data\OR\014\@3\311_2.mat,2,OR,14.0,Orthogonal,12k_Fan_End_Bearing_Fault_Data,FE,12.0,120984,120984.0,120984.0,1752.0,,"OR_NGOAI_PHAM_VI: vị trí 'Orthogonal' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_CAM_BIEN: file thuộc vị trí cảm biến 'FE', phạm vi đã chốt chỉ dùng 'DE'.",True
..\..\data\raw\12k_Fan_End_Bearing_Fault_Data\OR\014\@3\312_3.mat,3,OR,14.0,Orthogonal,12k_Fan_End_Bearing_Fault_Data,FE,12.0,120984,120984.0,120984.0,1728.0,,"OR_NGOAI_PHAM_VI: vị trí 'Orthogonal' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_CAM_BIEN: file thuộc vị trí cảm biến 'FE', phạm vi đã chốt chỉ dùng 'DE'.",True
..\..\data\raw\12k_Fan_End_Bearing_Fault_Data\OR\014\@6\313_0.mat,0,OR,14.0,Centered,12k_Fan_End_Bearing_Fault_Data,FE,12.0,120984,120984.0,120984.0,1797.0,,"NGOAI_PHAM_VI_CAM_BIEN: file thuộc vị trí cảm biến 'FE', phạm vi đã chốt chỉ dùng 'DE'.",True
..\..\data\raw\12k_Fan_End_Bearing_Fault_Data\OR\021\@3\316_1.mat,1,OR,21.0,Orthogonal,12k_Fan_End_Bearing_Fault_Data,FE,12.0,120617,120617.0,120617.0,1773.0,,"OR_NGOAI_PHAM_VI: vị trí 'Orthogonal' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_CAM_BIEN: file thuộc vị trí cảm biến 'FE', phạm vi đã chốt chỉ dùng 'DE'.",True
..\..\data\raw\12k_Fan_End_Bearing_Fault_Data\OR\021\@3\317_2.mat,2,OR,21.0,Orthogonal,12k_Fan_End_Bearing_Fault_Data,FE,12.0,120617,120617.0,120617.0,1751.0,,"OR_NGOAI_PHAM_VI: vị trí 'Orthogonal' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_CAM_BIEN: file thuộc vị trí cảm biến 'FE', phạm vi đã chốt chỉ dùng 'DE'.",True
..\..\data\raw\12k_Fan_End_Bearing_Fault_Data\OR\021\@3\318_3.mat,3,OR,21.0,Orthogonal,12k_Fan_End_Bearing_Fault_Data,FE,12.0,121351,121351.0,121351.0,1728.0,,"OR_NGOAI_PHAM_VI: vị trí 'Orthogonal' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_CAM_BIEN: file thuộc vị trí cảm biến 'FE', phạm vi đã chốt chỉ dùng 'DE'.",True
..\..\data\raw\12k_Fan_End_Bearing_Fault_Data\OR\021\@6\315_0.mat,0,OR,21.0,Centered,12k_Fan_End_Bearing_Fault_Data,FE,12.0,120617,120617.0,120617.0,1797.0,,"NGOAI_PHAM_VI_CAM_BIEN: file thuộc vị trí cảm biến 'FE', phạm vi đã chốt chỉ dùng 'DE'.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\B\007\122_0.mat,0,B,7.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,244739,244739.0,,1796.0,,"NGHI_NGO_SAMPLING_RATE: n_samples=244739 (12kHz->20.4s, 24kHz->10.2s, 48kHz->5.1s). Rate hợp lý nhất: 24kHz — KHÁC rate mà file tự nhận (48kHz, qua thư mục nguồn/phạm vi mục tiêu).; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\B\007\123_1.mat,1,B,7.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,487384,487384.0,,1772.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\B\007\124_2.mat,2,B,7.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,486804,486804.0,,1747.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\B\007\125_3.mat,3,B,7.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,488545,488545.0,,1721.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\B\014\189_0.mat,0,B,14.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,249146,249146.0,,1797.0,,"NGHI_NGO_SAMPLING_RATE: n_samples=249146 (12kHz->20.8s, 24kHz->10.4s, 48kHz->5.2s). Rate hợp lý nhất: 24kHz — KHÁC rate mà file tự nhận (48kHz, qua thư mục nguồn/phạm vi mục tiêu).; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\B\014\190_1.mat,1,B,14.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,486224,486224.0,,1772.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\B\014\191_2.mat,2,B,14.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,487384,487384.0,,1748.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\B\014\192_3.mat,3,B,14.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,486804,486804.0,,1725.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\B\021\226_0.mat,0,B,21.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,243938,243938.0,,1797.0,,"NGHI_NGO_SAMPLING_RATE: n_samples=243938 (12kHz->20.3s, 24kHz->10.2s, 48kHz->5.1s). Rate hợp lý nhất: 24kHz — KHÁC rate mà file tự nhận (48kHz, qua thư mục nguồn/phạm vi mục tiêu).; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\B\021\227_1.mat,1,B,21.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,486804,486804.0,,1774.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\B\021\228_2.mat,2,B,21.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,487384,487384.0,,1754.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\B\021\229_3.mat,3,B,21.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,486804,486804.0,,1729.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\IR\007\109_0.mat,0,IR,7.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,243938,243938.0,,1796.0,,"NGHI_NGO_SAMPLING_RATE: n_samples=243938 (12kHz->20.3s, 24kHz->10.2s, 48kHz->5.1s). Rate hợp lý nhất: 24kHz — KHÁC rate mà file tự nhận (48kHz, qua thư mục nguồn/phạm vi mục tiêu).; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\IR\007\110_1.mat,1,IR,7.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,486224,486224.0,,1772.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\IR\007\111_2.mat,2,IR,7.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,485643,485643.0,,1748.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\IR\007\112_3.mat,3,IR,7.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,485643,485643.0,,1721.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\IR\014\174_0.mat,0,IR,14.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,63788,63788.0,,1796.0,,"THOI_LUONG_BAT_THUONG: n_samples=63788 không khớp ~10s ở bất kỳ rate phổ biến nào đã kiểm tra (12kHz->5.3s, 24kHz->2.7s, 48kHz->1.3s) — kiểm tra file này thủ công (có thể bị cắt ngắn/hỏng, hoặc dùng sampling rate không nằm trong danh sách đã test).; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\IR\014\175_1.mat,1,IR,14.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,381890,381890.0,,1772.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\IR\014\176_2.mat,2,IR,14.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,487964,487964.0,,1751.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\IR\014\177_3.mat,3,IR,14.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,485063,485063.0,,1726.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\IR\021\213_0.mat,0,IR,21.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,244339,244339.0,,1796.0,,"NGHI_NGO_SAMPLING_RATE: n_samples=244339 (12kHz->20.4s, 24kHz->10.2s, 48kHz->5.1s). Rate hợp lý nhất: 24kHz — KHÁC rate mà file tự nhận (48kHz, qua thư mục nguồn/phạm vi mục tiêu).; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\IR\021\214_1.mat,1,IR,21.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,485063,485063.0,,1774.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\IR\021\215_2.mat,2,IR,21.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,491446,491446.0,,1752.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\IR\021\217_3.mat,3,IR,21.0,,48k_Drive_End_Bearing_Fault_Data,DE,48.0,489125,489125.0,,1727.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\007\@12\161_0.mat,0,OR,7.0,Opposite,48k_Drive_End_Bearing_Fault_Data,DE,48.0,129969,129969.0,,1796.0,,"NGHI_NGO_SAMPLING_RATE: n_samples=129969 (12kHz->10.8s, 24kHz->5.4s, 48kHz->2.7s). Rate hợp lý nhất: 12kHz — KHÁC rate mà file tự nhận (48kHz, qua thư mục nguồn/phạm vi mục tiêu).; OR_NGOAI_PHAM_VI: vị trí 'Opposite' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\007\@12\162_1.mat,1,OR,7.0,Opposite,48k_Drive_End_Bearing_Fault_Data,DE,48.0,482742,482742.0,,1772.0,,"OR_NGOAI_PHAM_VI: vị trí 'Opposite' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\007\@12\163_2.mat,2,OR,7.0,Opposite,48k_Drive_End_Bearing_Fault_Data,DE,48.0,483323,483323.0,,1749.0,,"OR_NGOAI_PHAM_VI: vị trí 'Opposite' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\007\@12\164_3.mat,3,OR,7.0,Opposite,48k_Drive_End_Bearing_Fault_Data,DE,48.0,484483,484483.0,,1723.0,,"OR_NGOAI_PHAM_VI: vị trí 'Opposite' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\007\@3\148_0.mat,0,OR,7.0,Orthogonal,48k_Drive_End_Bearing_Fault_Data,DE,48.0,124602,124602.0,,1797.0,,"NGHI_NGO_SAMPLING_RATE: n_samples=124602 (12kHz->10.4s, 24kHz->5.2s, 48kHz->2.6s). Rate hợp lý nhất: 12kHz — KHÁC rate mà file tự nhận (48kHz, qua thư mục nguồn/phạm vi mục tiêu).; OR_NGOAI_PHAM_VI: vị trí 'Orthogonal' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\007\@3\149_1.mat,1,OR,7.0,Orthogonal,48k_Drive_End_Bearing_Fault_Data,DE,48.0,485063,485063.0,,1773.0,,"OR_NGOAI_PHAM_VI: vị trí 'Orthogonal' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\007\@3\150_2.mat,2,OR,7.0,Orthogonal,48k_Drive_End_Bearing_Fault_Data,DE,48.0,485643,485643.0,,1750.0,,"OR_NGOAI_PHAM_VI: vị trí 'Orthogonal' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\007\@3\151_3.mat,3,OR,7.0,Orthogonal,48k_Drive_End_Bearing_Fault_Data,DE,48.0,486224,486224.0,,1724.0,,"OR_NGOAI_PHAM_VI: vị trí 'Orthogonal' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\007\@6\135_0.mat,0,OR,7.0,Centered,48k_Drive_End_Bearing_Fault_Data,DE,48.0,243538,243538.0,,1796.0,,"NGHI_NGO_SAMPLING_RATE: n_samples=243538 (12kHz->20.3s, 24kHz->10.1s, 48kHz->5.1s). Rate hợp lý nhất: 24kHz — KHÁC rate mà file tự nhận (48kHz, qua thư mục nguồn/phạm vi mục tiêu).; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\007\@6\136_1.mat,1,OR,7.0,Centered,48k_Drive_End_Bearing_Fault_Data,DE,48.0,486804,486804.0,,1774.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\007\@6\137_2.mat,2,OR,7.0,Centered,48k_Drive_End_Bearing_Fault_Data,DE,48.0,486804,486804.0,,1750.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\007\@6\138_3.mat,3,OR,7.0,Centered,48k_Drive_End_Bearing_Fault_Data,DE,48.0,487964,487964.0,,1725.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\014\201@6_0.mat,0,OR,14.0,Centered,48k_Drive_End_Bearing_Fault_Data,DE,48.0,245140,245140.0,,1796.0,,"NGHI_NGO_SAMPLING_RATE: n_samples=245140 (12kHz->20.4s, 24kHz->10.2s, 48kHz->5.1s). Rate hợp lý nhất: 24kHz — KHÁC rate mà file tự nhận (48kHz, qua thư mục nguồn/phạm vi mục tiêu).; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\014\202@6_1.mat,1,OR,14.0,Centered,48k_Drive_End_Bearing_Fault_Data,DE,48.0,484483,484483.0,,1772.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\014\203@6_2.mat,2,OR,14.0,Centered,48k_Drive_End_Bearing_Fault_Data,DE,48.0,486804,486804.0,,1749.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\014\204@6_3.mat,3,OR,14.0,Centered,48k_Drive_End_Bearing_Fault_Data,DE,48.0,488545,488545.0,,1723.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\021\@12\262_0.mat,0,OR,21.0,Opposite,48k_Drive_End_Bearing_Fault_Data,DE,48.0,130549,130549.0,,1796.0,,"NGHI_NGO_SAMPLING_RATE: n_samples=130549 (12kHz->10.9s, 24kHz->5.4s, 48kHz->2.7s). Rate hợp lý nhất: 12kHz — KHÁC rate mà file tự nhận (48kHz, qua thư mục nguồn/phạm vi mục tiêu).; OR_NGOAI_PHAM_VI: vị trí 'Opposite' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\021\@12\263_1.mat,1,OR,21.0,Opposite,48k_Drive_End_Bearing_Fault_Data,DE,48.0,486224,486224.0,,1771.0,,"OR_NGOAI_PHAM_VI: vị trí 'Opposite' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\021\@12\264_2.mat,2,OR,21.0,Opposite,48k_Drive_End_Bearing_Fault_Data,DE,48.0,486804,486804.0,,1746.0,,"OR_NGOAI_PHAM_VI: vị trí 'Opposite' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\021\@12\265_3.mat,3,OR,21.0,Opposite,48k_Drive_End_Bearing_Fault_Data,DE,48.0,486224,486224.0,,1718.0,,"OR_NGOAI_PHAM_VI: vị trí 'Opposite' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\021\@3\250_0.mat,0,OR,21.0,Orthogonal,48k_Drive_End_Bearing_Fault_Data,DE,48.0,128663,128663.0,,1796.0,,"NGHI_NGO_SAMPLING_RATE: n_samples=128663 (12kHz->10.7s, 24kHz->5.4s, 48kHz->2.7s). Rate hợp lý nhất: 12kHz — KHÁC rate mà file tự nhận (48kHz, qua thư mục nguồn/phạm vi mục tiêu).; OR_NGOAI_PHAM_VI: vị trí 'Orthogonal' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\021\@3\251_1.mat,1,OR,21.0,Orthogonal,48k_Drive_End_Bearing_Fault_Data,DE,48.0,489705,489705.0,,1770.0,,"OR_NGOAI_PHAM_VI: vị trí 'Orthogonal' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\021\@3\252_2.mat,2,OR,21.0,Orthogonal,48k_Drive_End_Bearing_Fault_Data,DE,48.0,487384,487384.0,,1746.0,,"OR_NGOAI_PHAM_VI: vị trí 'Orthogonal' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\021\@3\253_3.mat,3,OR,21.0,Orthogonal,48k_Drive_End_Bearing_Fault_Data,DE,48.0,484483,484483.0,,1719.0,,"OR_NGOAI_PHAM_VI: vị trí 'Orthogonal' khác phạm vi đã chốt ('Centered').; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\021\@6\238_0.mat,0,OR,21.0,Centered,48k_Drive_End_Bearing_Fault_Data,DE,48.0,246342,246342.0,,1796.0,,"NGHI_NGO_SAMPLING_RATE: n_samples=246342 (12kHz->20.5s, 24kHz->10.3s, 48kHz->5.1s). Rate hợp lý nhất: 24kHz — KHÁC rate mà file tự nhận (48kHz, qua thư mục nguồn/phạm vi mục tiêu).; NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\021\@6\239_1.mat,1,OR,21.0,Centered,48k_Drive_End_Bearing_Fault_Data,DE,48.0,489125,489125.0,,1771.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\021\@6\240_2.mat,2,OR,21.0,Centered,48k_Drive_End_Bearing_Fault_Data,DE,48.0,487964,487964.0,,1747.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
..\..\data\raw\48k_Drive_End_Bearing_Fault_Data\OR\021\@6\241_3.mat,3,OR,21.0,Centered,48k_Drive_End_Bearing_Fault_Data,DE,48.0,489125,489125.0,,1719.0,,"NGOAI_PHAM_VI_TAN_SO_KHAI_BAO: file thuộc nhóm khai báo 48.0kHz, phạm vi đã chốt chỉ dùng 12kHz.",True
